ISO3,Country,Year,Sex,Age,AgeInt,nMx,nAx
COG,Congo - Brazzaville,2019,b,20,5,0.00185,2.6066076693918
COG,Congo - Brazzaville,2019,b,25,5,0.00243,2.6129669908934132
COG,Congo - Brazzaville,2019,b,30,5,0.00326,2.631082635557473
COG,Congo - Brazzaville,2019,b,35,5,0.00471,2.6439650575993237
COG,Congo - Brazzaville,2019,b,40,5,0.00682,2.6334886036326117
COG,Congo - Brazzaville,2019,b,45,5,0.00957,2.6171629258124622
COG,Congo - Brazzaville,2019,b,50,5,0.01317,2.606819871505356
COG,Congo - Brazzaville,2019,b,55,5,0.01823,2.6041200525925388
COG,Congo - Brazzaville,2019,b,60,5,0.02605,2.594264858176335
COG,Congo - Brazzaville,2019,b,65,5,0.03719,2.578325150598394
COG,Congo - Brazzaville,2019,b,70,5,0.05503,2.550409052044817
COG,Congo - Brazzaville,2019,b,75,5,0.08213,2.4968318509405742
COG,Congo - Brazzaville,2019,b,80,5,0.12322,2.415280876449751
COG,Congo - Brazzaville,2019,b,85,NA,0.21722,4.5278464156856915
COG,Congo - Brazzaville,2019,f,0,1,0.03262,0.1732646318
COG,Congo - Brazzaville,2019,f,1,4,0.00324,1.3503209462869206
COG,Congo - Brazzaville,2019,f,5,5,8e-4,2.142662185870031
COG,Congo - Brazzaville,2019,f,10,5,6.4e-4,2.5813951788411766
COG,Congo - Brazzaville,2019,f,15,5,0.00119,2.689712767005165
COG,Congo - Brazzaville,2019,f,20,5,0.00161,2.64878434239926
COG,Congo - Brazzaville,2019,f,25,5,0.00247,2.6584091024893404
COG,Congo - Brazzaville,2019,f,30,5,0.00353,2.6428735647813553
COG,Congo - Brazzaville,2019,f,35,5,0.00508,2.6332313123384887
COG,Congo - Brazzaville,2019,f,40,5,0.00704,2.6183610423098385
COG,Congo - Brazzaville,2019,f,45,5,0.00962,2.6005643730979378
COG,Congo - Brazzaville,2019,f,50,5,0.01256,2.591222782760711
COG,Congo - Brazzaville,2019,f,55,5,0.0169,2.5939749631405946
COG,Congo - Brazzaville,2019,f,60,5,0.02335,2.592654953136952
COG,Congo - Brazzaville,2019,f,65,5,0.0333,2.592480331700339
COG,Congo - Brazzaville,2019,f,70,5,0.05078,2.5722248374574725
COG,Congo - Brazzaville,2019,f,75,5,0.07826,2.5161401034097537
COG,Congo - Brazzaville,2019,f,80,5,0.12001,2.4344753071881065
COG,Congo - Brazzaville,2019,f,85,NA,0.21417,4.448729222178039
COG,Congo - Brazzaville,2019,m,0,1,0.04055,0.16052151550000002
COG,Congo - Brazzaville,2019,m,1,4,0.00355,1.4228449486796182
COG,Congo - Brazzaville,2019,m,5,5,8.7e-4,2.1847079971523904
COG,Congo - Brazzaville,2019,m,10,5,8.5e-4,2.631570282342916
COG,Congo - Brazzaville,2019,m,15,5,0.00165,2.6829972548356253
COG,Congo - Brazzaville,2019,m,20,5,0.00208,2.5728579329231103
COG,Congo - Brazzaville,2019,m,25,5,0.00239,2.5706261445186183
COG,Congo - Brazzaville,2019,m,30,5,0.00299,2.6175779533481207
COG,Congo - Brazzaville,2019,m,35,5,0.00433,2.6559367211728717
COG,Congo - Brazzaville,2019,m,40,5,0.0066,2.6503806889143493
COG,Congo - Brazzaville,2019,m,45,5,0.00952,2.633833113152246
COG,Congo - Brazzaville,2019,m,50,5,0.0138,2.622013366559395
COG,Congo - Brazzaville,2019,m,55,5,0.01963,2.614105332873633
COG,Congo - Brazzaville,2019,m,60,5,0.02904,2.597215164301482
COG,Congo - Brazzaville,2019,m,65,5,0.04185,2.5665132541568516
COG,Congo - Brazzaville,2019,m,70,5,0.06073,2.5279901753358645
COG,Congo - Brazzaville,2019,m,75,5,0.08786,2.4733291657335776
COG,Congo - Brazzaville,2019,m,80,5,0.12864,2.3902335726001587
COG,Congo - Brazzaville,2019,m,85,NA,0.22333,4.572033304720511
COM,Comoros,2000,b,0,1,0.07657,0.29559121643170727
COM,Comoros,2000,b,1,4,0.00781,1.303481615079928
COM,Comoros,2000,b,5,5,0.00191,1.9850906119400535
COM,Comoros,2000,b,10,5,7.6e-4,2.441012565494572
COM,Comoros,2000,b,15,5,0.00145,2.7026847194912262
COM,Comoros,2000,b,20,5,0.00204,2.605874540314956
COM,Comoros,2000,b,25,5,0.00246,2.5724248875999676
COM,Comoros,2000,b,30,5,0.00296,2.5876887153192643
COM,Comoros,2000,b,35,5,0.00386,2.6217892899902155
COM,Comoros,2000,b,40,5,0.00552,2.6329056626166554
COM,Comoros,2000,b,45,5,0.00772,2.642721003687769
COM,Comoros,2000,b,50,5,0.01183,2.6400572414809464
COM,Comoros,2000,b,55,5,0.01702,2.6279533736445373
COM,Comoros,2000,b,60,5,0.02592,2.6101840414106476
COM,Comoros,2000,b,65,5,0.03743,2.5880508279669976
COM,Comoros,2000,b,70,5,0.05751,2.548840426054701
COM,Comoros,2000,b,75,5,0.0841,2.492317851775415
COM,Comoros,2000,b,80,5,0.12852,2.4072538018012657
COM,Comoros,2000,b,85,NA,0.20497,4.397310689070657
COM,Comoros,2000,f,0,1,0.06983999999999999,0.31411
COM,Comoros,2000,f,1,4,0.00754,1.2935646505718577
COM,Comoros,2000,f,5,5,0.00184,1.9780279625073156
COM,Comoros,2000,f,10,5,7.1e-4,2.4324591754879012
COM,Comoros,2000,f,15,5,0.00134,2.705543814971577
COM,Comoros,2000,f,20,5,0.00193,2.620839255279644
COM,Comoros,2000,f,25,5,0.00244,2.583309409882278
COM,Comoros,2000,f,30,5,0.00295,2.587784742476551
COM,Comoros,2000,f,35,5,0.00383,2.6089098996184603
COM,Comoros,2000,f,40,5,0.00517,2.618111966796374
COM,Comoros,2000,f,45,5,0.00711,2.635747334090645
COM,Comoros,2000,f,50,5,0.01065,2.6373326616928794
COM,Comoros,2000,f,55,5,0.01529,2.6298130895021035
COM,Comoros,2000,f,60,5,0.02314,2.6162517110900025
COM,Comoros,2000,f,65,5,0.03367,2.6028987930171588
COM,Comoros,2000,f,70,5,0.0531,2.5670237560423637
COM,Comoros,2000,f,75,5,0.07899,2.508823722623141
COM,Comoros,2000,f,80,5,0.12205,2.427307732700225
COM,Comoros,2000,f,85,NA,0.19611,4.48734676584019
COM,Comoros,2000,m,0,1,0.08305,0.2990804405
COM,Comoros,2000,m,1,4,0.00807,1.304535284885492
COM,Comoros,2000,m,5,5,0.00197,1.9917566856145812
COM,Comoros,2000,m,10,5,8.1e-4,2.448358622537762
COM,Comoros,2000,m,15,5,0.00155,2.700143515303172
COM,Comoros,2000,m,20,5,0.00215,2.5934382560928615
COM,Comoros,2000,m,25,5,0.00248,2.5628448871620297
COM,Comoros,2000,m,30,5,0.00298,2.5870367903038107
COM,Comoros,2000,m,35,5,0.00388,2.6331523611088943
COM,Comoros,2000,m,40,5,0.00587,2.6471933464032236
COM,Comoros,2000,m,45,5,0.00834,2.648269734087819
COM,Comoros,2000,m,50,5,0.013,2.642802020317367
COM,Comoros,2000,m,55,5,0.01885,2.627453200779542
COM,Comoros,2000,m,60,5,0.02894,2.6058706006336383
COM,Comoros,2000,m,65,5,0.04185,2.5750423627515815
COM,Comoros,2000,m,70,5,0.06305,2.530632634300884
COM,Comoros,2000,m,75,5,0.09107,2.4737955325525665
COM,Comoros,2000,m,80,5,0.13822,2.382335936312731
COM,Comoros,2000,m,85,NA,0.22039,4.216070297728827
COM,Comoros,2005,b,0,1,0.07362,0.29066511863902444
COM,Comoros,2005,b,1,4,0.00731,1.3097679461718938
COM,Comoros,2005,b,5,5,0.00173,1.9787846589577809
COM,Comoros,2005,b,10,5,6.9e-4,2.4374210020549776
COM,Comoros,2005,b,15,5,0.00129,2.6982271930559514
COM,Comoros,2005,b,20,5,0.00181,2.605538053839046
COM,Comoros,2005,b,25,5,0.00218,2.5717132033451806
COM,Comoros,2005,b,30,5,0.00261,2.5846908535779405
COM,Comoros,2005,b,35,5,0.00336,2.61730977382758
COM,Comoros,2005,b,40,5,0.00474,2.6295103393710177
COM,Comoros,2005,b,45,5,0.00656,2.643317410629893
COM,Comoros,2005,b,50,5,0.01007,2.6458365880847103
COM,Comoros,2005,b,55,5,0.01461,2.638345322209273
COM,Comoros,2005,b,60,5,0.02264,2.6239678913380295
COM,Comoros,2005,b,65,5,0.03322,2.6041863333977755
COM,Comoros,2005,b,70,5,0.05204,2.566854678662703
COM,Comoros,2005,b,75,5,0.07705,2.5120738487918284
COM,Comoros,2005,b,80,5,0.11916,2.4320803008121645
COM,Comoros,2005,b,85,NA,0.19444,4.601958965246815
COM,Comoros,2005,f,0,1,0.06692,0.30637915879999994
COM,Comoros,2005,f,1,4,0.0071,1.2979508218055802
COM,Comoros,2005,f,5,5,0.00168,1.9721847148816396
COM,Comoros,2005,f,10,5,6.5e-4,2.4250459677213345
COM,Comoros,2005,f,15,5,0.00118,2.69161629250103
COM,Comoros,2005,f,20,5,0.00165,2.611630282223488
COM,Comoros,2005,f,25,5,0.00205,2.5806215150550837
COM,Comoros,2005,f,30,5,0.00248,2.589550488350885
COM,Comoros,2005,f,35,5,0.00323,2.611768784210722
COM,Comoros,2005,f,40,5,0.00438,2.621964096426387
COM,Comoros,2005,f,45,5,0.00606,2.6403993687955256
COM,Comoros,2005,f,50,5,0.00913,2.643641078759509
COM,Comoros,2005,f,55,5,0.01323,2.6411529845199357
COM,Comoros,2005,f,60,5,0.02052,2.630642609075502
COM,Comoros,2005,f,65,5,0.03041,2.617642977190917
COM,Comoros,2005,f,70,5,0.04892,2.581514792270774
COM,Comoros,2005,f,75,5,0.07335,2.524060448961845
COM,Comoros,2005,f,80,5,0.11434,2.4466009555922574
COM,Comoros,2005,f,85,NA,0.18637,4.688372956743987
COM,Comoros,2005,m,0,1,0.08009,0.2894302189
COM,Comoros,2005,m,1,4,0.00752,1.3126822847272173
COM,Comoros,2005,m,5,5,0.00177,1.987831966941739
COM,Comoros,2005,m,10,5,7.4e-4,2.4481092084493463
COM,Comoros,2005,m,15,5,0.00139,2.701091382402879
COM,Comoros,2005,m,20,5,0.00197,2.6017174536231464
COM,Comoros,2005,m,25,5,0.00231,2.564680701860121
COM,Comoros,2005,m,30,5,0.00275,2.579642660260975
COM,Comoros,2005,m,35,5,0.00348,2.621424922510792
COM,Comoros,2005,m,40,5,0.0051,2.637047538775437
COM,Comoros,2005,m,45,5,0.00707,2.645785679998852
COM,Comoros,2005,m,50,5,0.01102,2.6474536378607776
COM,Comoros,2005,m,55,5,0.01602,2.636783570109817
COM,Comoros,2005,m,60,5,0.02494,2.6190844834473186
COM,Comoros,2005,m,65,5,0.03641,2.59236440784868
COM,Comoros,2005,m,70,5,0.05592,2.552691595370119
COM,Comoros,2005,m,75,5,0.08202,2.498845573277609
COM,Comoros,2005,m,80,5,0.12629,2.4139598320277345
COM,Comoros,2005,m,85,NA,0.20845,4.446678725311709
COM,Comoros,2010,b,0,1,0.06533,0.2700407507146341
COM,Comoros,2010,b,1,4,0.00611,1.3275532714499731
COM,Comoros,2010,b,5,5,0.00152,1.9985960015833195
COM,Comoros,2010,b,10,5,6.3e-4,2.4350663230101706
COM,Comoros,2010,b,15,5,0.00112,2.6905353074643124
COM,Comoros,2010,b,20,5,0.00159,2.608978437652643
COM,Comoros,2010,b,25,5,0.00192,2.5756113023636393
COM,Comoros,2010,b,30,5,0.00233,2.588122313047587
COM,Comoros,2010,b,35,5,0.003,2.6194585193132647
COM,Comoros,2010,b,40,5,0.00426,2.633085817571151
COM,Comoros,2010,b,45,5,0.00593,2.6475954259064833
COM,Comoros,2010,b,50,5,0.00918,2.651645439834781
COM,Comoros,2010,b,55,5,0.01346,2.6461312782376796
COM,Comoros,2010,b,60,5,0.02118,2.6316866194436512
COM,Comoros,2010,b,65,5,0.0313,2.6118593584589034
COM,Comoros,2010,b,70,5,0.04955,2.57577709151056
COM,Comoros,2010,b,75,5,0.07391,2.521553828762369
COM,Comoros,2010,b,80,5,0.11507,2.443489929185726
COM,Comoros,2010,b,85,NA,0.18976,4.693380100635569
COM,Comoros,2010,f,0,1,0.05913,0.2761470257
COM,Comoros,2010,f,1,4,0.00589,1.3097441710692173
COM,Comoros,2010,f,5,5,0.00147,1.9923566360206433
COM,Comoros,2010,f,10,5,5.9e-4,2.4246659169689373
COM,Comoros,2010,f,15,5,0.00103,2.6822931638237892
COM,Comoros,2010,f,20,5,0.00143,2.6098168217383737
COM,Comoros,2010,f,25,5,0.00177,2.5831984840167816
COM,Comoros,2010,f,30,5,0.00217,2.5939842719973703
COM,Comoros,2010,f,35,5,0.00284,2.615683747932914
COM,Comoros,2010,f,40,5,0.00389,2.6261552168094324
COM,Comoros,2010,f,45,5,0.00541,2.645102330477297
COM,Comoros,2010,f,50,5,0.00824,2.6503603274517316
COM,Comoros,2010,f,55,5,0.01209,2.6489718359539496
COM,Comoros,2010,f,60,5,0.01901,2.6389738508089824
COM,Comoros,2010,f,65,5,0.02849,2.626234279776712
COM,Comoros,2010,f,70,5,0.04633,2.5911156065715035
COM,Comoros,2010,f,75,5,0.07012,2.5344011859616695
COM,Comoros,2010,f,80,5,0.11018,2.4584952712924033
COM,Comoros,2010,f,85,NA,0.18137,4.785781141134018
COM,Comoros,2010,m,0,1,0.07128999999999999,0.2607403709
COM,Comoros,2010,m,1,4,0.00632,1.3369566839045617
COM,Comoros,2010,m,5,5,0.00157,2.004580751150024
COM,Comoros,2010,m,10,5,6.7e-4,2.446057341538531
COM,Comoros,2010,m,15,5,0.00122,2.697477782194281
COM,Comoros,2010,m,20,5,0.00175,2.6075035489516796
COM,Comoros,2010,m,25,5,0.00208,2.568300577550306
COM,Comoros,2010,m,30,5,0.00248,2.581298866484232
COM,Comoros,2010,m,35,5,0.00315,2.623499647483594
COM,Comoros,2010,m,40,5,0.00463,2.639338768183067
COM,Comoros,2010,m,45,5,0.00644,2.6499023187635196
COM,Comoros,2010,m,50,5,0.01014,2.6534919388707614
COM,Comoros,2010,m,55,5,0.01489,2.643819794104145
COM,Comoros,2010,m,60,5,0.02347,2.6261603077794575
COM,Comoros,2010,m,65,5,0.0345,2.5994322884351555
COM,Comoros,2010,m,70,5,0.05341,2.5612254314766485
COM,Comoros,2010,m,75,5,0.07896,2.5079634802323105
COM,Comoros,2010,m,80,5,0.12222,2.424768746912049
COM,Comoros,2010,m,85,NA,0.20413,4.53416519863926
COM,Comoros,2015,b,0,1,0.05664,0.2390784481560976
COM,Comoros,2015,b,1,4,0.00489,1.346356255258807
COM,Comoros,2015,b,5,5,0.00131,2.0371791826200063
COM,Comoros,2015,b,10,5,6e-4,2.4466198937673167
COM,Comoros,2015,b,15,5,0.00102,2.6859724399045866
COM,Comoros,2015,b,20,5,0.00148,2.611745191518658
COM,Comoros,2015,b,25,5,0.00177,2.5760385582867382
COM,Comoros,2015,b,30,5,0.00217,2.5902837602599034
COM,Comoros,2015,b,35,5,0.00279,2.6221175153679397
COM,Comoros,2015,b,40,5,0.00401,2.6360514959499888
COM,Comoros,2015,b,45,5,0.00558,2.649016156140411
COM,Comoros,2015,b,50,5,0.00867,2.65490758219424
COM,Comoros,2015,b,55,5,0.0128,2.650881007676626
COM,Comoros,2015,b,60,5,0.02033,2.6357875001727624
COM,Comoros,2015,b,65,5,0.0301,2.6140022796044193
COM,Comoros,2015,b,70,5,0.04748,2.5798068698882335
COM,Comoros,2015,b,75,5,0.07098,2.529664623749823
COM,Comoros,2015,b,80,5,0.11133,2.4535038981412596
COM,Comoros,2015,b,85,NA,0.18636,4.79424814579241
COM,Comoros,2015,f,0,1,0.05144000000000001,0.24630298160000005
COM,Comoros,2015,f,1,4,0.00476,1.3214308018806056
COM,Comoros,2015,f,5,5,0.00127,2.028041411513976
COM,Comoros,2015,f,10,5,5.6e-4,2.4293900875121373
COM,Comoros,2015,f,15,5,9.1e-4,2.670328869413431
COM,Comoros,2015,f,20,5,0.00128,2.608284502167166
COM,Comoros,2015,f,25,5,0.00155,2.5834016448216066
COM,Comoros,2015,f,30,5,0.00194,2.6013022849949943
COM,Comoros,2015,f,35,5,0.00257,2.6246012609921756
COM,Comoros,2015,f,40,5,0.00362,2.632770871495031
COM,Comoros,2015,f,45,5,0.00504,2.6480872536515783
COM,Comoros,2015,f,50,5,0.00775,2.6551726768870836
COM,Comoros,2015,f,55,5,0.01147,2.6541931350971995
COM,Comoros,2015,f,60,5,0.01822,2.642163411571748
COM,Comoros,2015,f,65,5,0.02723,2.6277554028701298
COM,Comoros,2015,f,70,5,0.04417,2.5960228367257456
COM,Comoros,2015,f,75,5,0.06715,2.544024679911462
COM,Comoros,2015,f,80,5,0.10679,2.469625943447873
COM,Comoros,2015,f,85,NA,0.17837,4.858698039175441
COM,Comoros,2015,m,0,1,0.06165,0.2293119465
COM,Comoros,2015,m,1,4,0.00503,1.363673833687612
COM,Comoros,2015,m,5,5,0.00134,2.045079586241213
COM,Comoros,2015,m,10,5,6.4e-4,2.463155837241964
COM,Comoros,2015,m,15,5,0.00113,2.698704353342414
COM,Comoros,2015,m,20,5,0.00168,2.613349835829624
COM,Comoros,2015,m,25,5,0.00198,2.5684388946392116
COM,Comoros,2015,m,30,5,0.00238,2.582300673761321
COM,Comoros,2015,m,35,5,0.00301,2.622223792036536
COM,Comoros,2015,m,40,5,0.00441,2.6386504203673855
COM,Comoros,2015,m,45,5,0.00612,2.6495269861507182
COM,Comoros,2015,m,50,5,0.00961,2.655035505120781
COM,Comoros,2015,m,55,5,0.01418,2.6486136840200083
COM,Comoros,2015,m,60,5,0.0226,2.6304629679162255
COM,Comoros,2015,m,65,5,0.03325,2.6021572709531995
COM,Comoros,2015,m,70,5,0.05146,2.5647146158987413
COM,Comoros,2015,m,75,5,0.07589,2.514593162385508
COM,Comoros,2015,m,80,5,0.11789,2.434592422052783
COM,Comoros,2015,m,85,NA,0.19989,4.661337836687908
COM,Comoros,2019,b,0,1,0.05201999999999999,0.22261747717560976
COM,Comoros,2019,b,1,4,0.00413,1.356398080318156
COM,Comoros,2019,b,5,5,0.00116,2.05545298076128
COM,Comoros,2019,b,10,5,5.5e-4,2.4615876640410455
COM,Comoros,2019,b,15,5,9.7e-4,2.694109730238687
COM,Comoros,2019,b,20,5,0.00141,2.6089951687194084
COM,Comoros,2019,b,25,5,0.00166,2.5734916882220933
COM,Comoros,2019,b,30,5,0.00204,2.5931962578395167
COM,Comoros,2019,b,35,5,0.00265,2.6262546997382312
COM,Comoros,2019,b,40,5,0.00384,2.639139222608884
COM,Comoros,2019,b,45,5,0.00537,2.649893726715309
COM,Comoros,2019,b,50,5,0.00832,2.656677991403266
COM,Comoros,2019,b,55,5,0.01238,2.6544161328097093
COM,Comoros,2019,b,60,5,0.01976,2.6381001736348635
COM,Comoros,2019,b,65,5,0.02927,2.615239769069575
COM,Comoros,2019,b,70,5,0.04604,2.5828589470982037
COM,Comoros,2019,b,75,5,0.06904,2.5346237957563353
COM,Comoros,2019,b,80,5,0.10843,2.4600200178335556
COM,Comoros,2019,b,85,NA,0.18569,4.88499770193756
COM,Comoros,2019,f,0,1,0.04685000000000001,0.2284896965
COM,Comoros,2019,f,1,4,0.00387,1.3284341081212825
COM,Comoros,2019,f,5,5,0.00109,2.0532995481786283
COM,Comoros,2019,f,10,5,5.1e-4,2.4446601909612853
COM,Comoros,2019,f,15,5,8.4e-4,2.6712392295986316
COM,Comoros,2019,f,20,5,0.00117,2.602491069643204
COM,Comoros,2019,f,25,5,0.00139,2.584522836561318
COM,Comoros,2019,f,30,5,0.00178,2.6083326542793297
COM,Comoros,2019,f,35,5,0.00238,2.632303772308607
COM,Comoros,2019,f,40,5,0.00344,2.639848633412318
COM,Comoros,2019,f,45,5,0.00482,2.65066653697077
COM,Comoros,2019,f,50,5,0.0074400000000000004,2.657909948595131
COM,Comoros,2019,f,55,5,0.01108,2.657006530485586
COM,Comoros,2019,f,60,5,0.01766,2.6443245931868877
COM,Comoros,2019,f,65,5,0.02643,2.6285325074169386
COM,Comoros,2019,f,70,5,0.04263,2.5999421937181157
COM,Comoros,2019,f,75,5,0.0654,2.550627404689095
COM,Comoros,2019,f,80,5,0.10454,2.4770616214599737
COM,Comoros,2019,f,85,NA,0.17859,4.89555741275813
COM,Comoros,2019,m,0,1,0.05699999999999999,0.21415197
COM,Comoros,2019,m,1,4,0.00439,1.3766220375826423
COM,Comoros,2019,m,5,5,0.00123,2.05731426114705
COM,Comoros,2019,m,10,5,5.9e-4,2.4735965680951515
COM,Comoros,2019,m,15,5,0.00109,2.7107143716496833
COM,Comoros,2019,m,20,5,0.00164,2.6134428220453096
COM,Comoros,2019,m,25,5,0.00191,2.566481850228958
COM,Comoros,2019,m,30,5,0.0023,2.5829270498176795
COM,Comoros,2019,m,35,5,0.00291,2.620873514608975
COM,Comoros,2019,m,40,5,0.00423,2.6391423682734403
COM,Comoros,2019,m,45,5,0.00592,2.6499943842729827
COM,Comoros,2019,m,50,5,0.00922,2.6558996194587134
COM,Comoros,2019,m,55,5,0.01372,2.6526920537437224
COM,Comoros,2019,m,60,5,0.02201,2.6333602704211434
COM,Comoros,2019,m,65,5,0.03243,2.6034221020609256
COM,Comoros,2019,m,70,5,0.05001,2.5668655322670775
COM,Comoros,2019,m,75,5,0.07371,2.5177332367211287
COM,Comoros,2019,m,80,5,0.1138,2.440812439663618
COM,Comoros,2019,m,85,NA,0.19736,4.8137683134405265
CPV,Cape Verde,2000,b,0,1,0.03407000000000001,0.1586619730414634
CPV,Cape Verde,2000,b,1,4,0.00182,1.3958104405975935
CPV,Cape Verde,2000,b,5,5,4.8e-4,2.1876366111494443
CPV,Cape Verde,2000,b,10,5,4.4e-4,2.6300434707129945
CPV,Cape Verde,2000,b,15,5,9e-4,2.7451299303453625
CPV,Cape Verde,2000,b,20,5,0.00144,2.6841568814973935
CPV,Cape Verde,2000,b,25,5,0.00221,2.6412432548759415
CPV,Cape Verde,2000,b,30,5,0.0029,2.6079703973101713
CPV,Cape Verde,2000,b,35,5,0.00382,2.583576387454968
CPV,Cape Verde,2000,b,40,5,0.0045,2.5736374636499493
CPV,Cape Verde,2000,b,45,5,0.00569,2.584611449985342
CPV,Cape Verde,2000,b,50,5,0.00715,2.588576269825491
CPV,Cape Verde,2000,b,55,5,0.00935,2.6068256127228526
CPV,Cape Verde,2000,b,60,5,0.01311,2.6634476697207146
CPV,Cape Verde,2000,b,65,5,0.02336,2.668499100941186
CPV,Cape Verde,2000,b,70,5,0.03718,2.6007117755639797
CPV,Cape Verde,2000,b,75,5,0.05494,2.5474574150872744
CPV,Cape Verde,2000,b,80,5,0.08088,2.5168978778874833
CPV,Cape Verde,2000,b,85,NA,0.15133,5.790554218523319
CPV,Cape Verde,2000,f,0,1,0.03093,0.16670592769999998
CPV,Cape Verde,2000,f,1,4,0.0017,1.35294131795559
CPV,Cape Verde,2000,f,5,5,4.5e-4,2.132820716173128
CPV,Cape Verde,2000,f,10,5,3.2e-4,2.5759426625261077
CPV,Cape Verde,2000,f,15,5,6.5e-4,2.759638118436535
CPV,Cape Verde,2000,f,20,5,0.00112,2.684024360900957
CPV,Cape Verde,2000,f,25,5,0.00159,2.645692319220655
CPV,Cape Verde,2000,f,30,5,0.00229,2.594452758804027
CPV,Cape Verde,2000,f,35,5,0.00256,2.548835444843429
CPV,Cape Verde,2000,f,40,5,0.00297,2.568282476858709
CPV,Cape Verde,2000,f,45,5,0.00366,2.582611884439893
CPV,Cape Verde,2000,f,50,5,0.00458,2.6039317769041346
CPV,Cape Verde,2000,f,55,5,0.00631,2.6357596442423765
CPV,Cape Verde,2000,f,60,5,0.00936,2.6936079736164067
CPV,Cape Verde,2000,f,65,5,0.01755,2.6962834340914177
CPV,Cape Verde,2000,f,70,5,0.02862,2.63162472379569
CPV,Cape Verde,2000,f,75,5,0.04395,2.590134137286195
CPV,Cape Verde,2000,f,80,5,0.06846,2.56130205139238
CPV,Cape Verde,2000,f,85,NA,0.13868,6.271995195522832
CPV,Cape Verde,2000,m,0,1,0.03712000000000001,0.1493389952
CPV,Cape Verde,2000,m,1,4,0.00194,1.432580938454005
CPV,Cape Verde,2000,m,5,5,5.1e-4,2.22645801133154
CPV,Cape Verde,2000,m,10,5,5.6e-4,2.666411003264619
CPV,Cape Verde,2000,m,15,5,0.00114,2.737374592049725
CPV,Cape Verde,2000,m,20,5,0.00177,2.685739260260154
CPV,Cape Verde,2000,m,25,5,0.00283,2.639097511854497
CPV,Cape Verde,2000,m,30,5,0.00355,2.629515016271181
CPV,Cape Verde,2000,m,35,5,0.00546,2.627379590477553
CPV,Cape Verde,2000,m,40,5,0.00691,2.5755984758808426
CPV,Cape Verde,2000,m,45,5,0.00841,2.5664479648543135
CPV,Cape Verde,2000,m,50,5,0.01034,2.5984496872003073
CPV,Cape Verde,2000,m,55,5,0.01496,2.593493494631803
CPV,Cape Verde,2000,m,60,5,0.01881,2.614811694253702
CPV,Cape Verde,2000,m,65,5,0.03133,2.632700659441474
CPV,Cape Verde,2000,m,70,5,0.04865,2.562314516701961
CPV,Cape Verde,2000,m,75,5,0.06873,2.5041732949066464
CPV,Cape Verde,2000,m,80,5,0.09869,2.4647555220093045
CPV,Cape Verde,2000,m,85,NA,0.17517,5.242127057867162
CPV,Cape Verde,2005,b,0,1,0.02263,0.1189434905
CPV,Cape Verde,2005,b,1,4,0.00121,1.421349997110082
CPV,Cape Verde,2005,b,5,5,3.9e-4,2.2451953101161504
CPV,Cape Verde,2005,b,10,5,3.8e-4,2.6590531568153475
CPV,Cape Verde,2005,b,15,5,8.4e-4,2.7576699505958304
CPV,Cape Verde,2005,b,20,5,0.00132,2.674830610394724
CPV,Cape Verde,2005,b,25,5,0.00197,2.6379205176534004
CPV,Cape Verde,2005,b,30,5,0.00261,2.618423344383677
CPV,Cape Verde,2005,b,35,5,0.00357,2.597542746025295
CPV,Cape Verde,2005,b,40,5,0.00432,2.568951687788802
CPV,Cape Verde,2005,b,45,5,0.00519,2.581545779458462
CPV,Cape Verde,2005,b,50,5,0.00673,2.6171265459326345
CPV,Cape Verde,2005,b,55,5,0.00974,2.604999328971325
CPV,Cape Verde,2005,b,60,5,0.01228,2.6463336688170127
CPV,Cape Verde,2005,b,65,5,0.02223,2.677238309483124
CPV,Cape Verde,2005,b,70,5,0.03591,2.606551220545724
CPV,Cape Verde,2005,b,75,5,0.05309,2.5589125478201153
CPV,Cape Verde,2005,b,80,5,0.08102,2.5254601751518155
CPV,Cape Verde,2005,b,85,NA,0.15186,5.72309852812417
CPV,Cape Verde,2005,f,0,1,0.02052999999999999,0.1263446717
CPV,Cape Verde,2005,f,1,4,0.0011,1.3691862422800367
CPV,Cape Verde,2005,f,5,5,3.5e-4,2.1912349781166474
CPV,Cape Verde,2005,f,10,5,2.7e-4,2.601042334655237
CPV,Cape Verde,2005,f,15,5,5.7e-4,2.754219106467648
CPV,Cape Verde,2005,f,20,5,9.2e-4,2.669850663046049
CPV,Cape Verde,2005,f,25,5,0.0013,2.6548596004544742
CPV,Cape Verde,2005,f,30,5,0.00196,2.612960662187262
CPV,Cape Verde,2005,f,35,5,0.00228,2.5635182098053084
CPV,Cape Verde,2005,f,40,5,0.00272,2.573249346047084
CPV,Cape Verde,2005,f,45,5,0.00333,2.5800719847218825
CPV,Cape Verde,2005,f,50,5,0.00413,2.6059166201099284
CPV,Cape Verde,2005,f,55,5,0.00577,2.6417552449672965
CPV,Cape Verde,2005,f,60,5,0.00864,2.6961685024202313
CPV,Cape Verde,2005,f,65,5,0.01613,2.7005901296747843
CPV,Cape Verde,2005,f,70,5,0.02659,2.643778310706454
CPV,Cape Verde,2005,f,75,5,0.04196,2.605984960502034
CPV,Cape Verde,2005,f,80,5,0.06728,2.571144304583876
CPV,Cape Verde,2005,f,85,NA,0.13727,6.280900563783823
CPV,Cape Verde,2005,m,0,1,0.02468,0.1087819828
CPV,Cape Verde,2005,m,1,4,0.00132,1.4682395451700518
